Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2020-12-06 16:47:46,false,"Reading Running","2.50","208","00:17:26","159","172","--","154","160","6:58","4:49","8","9","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:30.84","3","0.0","00:17:24","00:17:26","38","44"
Running,2020-12-05 16:13:14,false,"Reading Running","0.71","60","00:05:06.1","159","169","--","156","160","7:12","5:02","7","--","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:06.06","1","0.0","00:05:05","00:05:06.1","38","46"
Running,2020-12-05 15:41:02,false,"Reading Running","3.49","307","00:25:10","162","183","--","154","160","7:13","5:05","11","16","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:41.26","4","0.0","00:25:08","00:25:10","36","44"
Running,2020-12-03 18:54:57,false,"Reading Running","2.54","191","00:17:53","138","151","--","156","162","7:02","2:54","6","9","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:53.65","3","0.0","00:17:51","00:17:53","38","44"
Running,2020-12-02 19:41:15,false,"Reading Running","4.00","287","00:28:05","135","167","--","152","162","7:01","6:13","9","12","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:01.93","5","0.0","00:28:03","00:28:05","38","44"
Running,2020-11-30 17:44:20,false,"Reading Running","3.53","282","00:25:02","153","170","--","152","160","7:05","5:35","8","9","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:50.67","4","0.0","00:24:59","00:25:02","38","44"
Running,2020-11-29 16:35:42,false,"Reading Running","3.54","288","00:25:03","153","172","--","154","162","7:05","5:39","8","12","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:48.12","4","0.0","00:25:00","00:26:06","38","44"
Running,2020-11-26 17:26:00,false,"Reading Running","3.00","270","00:20:19","169","181","--","156","164","6:46","5:26","5","8","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.62","4","0.0","00:20:17","00:20:27","38","43"
Running,2020-11-24 18:01:38,false,"Reading Running","3.16","221","00:22:01","132","161","--","156","164","6:58","3:37","7","9","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:00.23","4","0.0","00:21:53","00:22:01","38","42"
Running,2020-11-23 18:06:13,false,"Reading Corsa","3.18","242","00:22:01","149","179","--","156","164","6:55","1:21","6","9","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:07.01","4","0.0","00:21:59","00:22:01","38","43"
Running,2020-11-22 14:28:34,false,"Reading Corsa","2.50","178","00:15:46","151","163","--","160","162","6:19","4:55","4","7","1.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:12.53","3","0.0","00:15:43","00:15:46","38","43"
Running,2020-11-19 18:29:14,false,"Reading Corsa","3.17","262","00:22:01","158","182","--","156","162","6:57","5:41","10","9","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:17.83","4","0.0","00:21:57","00:22:01","38","46"
Running,2020-11-18 13:47:53,false,"Reading Corsa","1.01","57","00:05:20.8","147","156","--","162","170","5:19","4:51","2","4","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:01.44","2","0.0","00:05:20.3","00:05:20.8","38","42"
Running,2020-11-16 18:21:48,false,"Reading Corsa","5.00","455","00:36:34","166","187","--","156","162","7:18","3:38","16","15","0.88","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:01.43","6","0.0","00:36:32","00:36:34","38","44"
Running,2020-11-15 15:10:41,false,"Reading Corsa","2.95","248","00:20:02","162","178","--","158","164","6:47","5:31","10","10","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","06:30.94","3","0.0","00:20:00","00:20:02","38","44"
Running,2020-11-13 18:01:00,false,"Reading Corsa","3.00","186","00:21:12","118","131","--","156","162","7:04","2:57","12","11","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","06:52.36","3","0.0","00:21:11","00:21:12","38","46"
Running,2020-11-11 18:18:20,false,"Reading Corsa","3.00","230","00:20:29","146","174","--","156","162","6:49","5:59","8","10","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.84","4","0.0","00:20:28","00:20:29","38","44"
Running,2020-11-10 17:52:49,false,"Reading Corsa","2.01","149","00:13:17","149","166","--","158","164","6:37","5:27","2","5","0.96","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:02.13","3","0.0","00:13:16","00:13:17","38","42"
Running,2020-11-09 17:37:22,false,"Reading Corsa","3.44","266","00:24:34","144","174","--","156","162","7:09","6:11","8","10","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:08.92","4","0.0","00:24:32","00:24:34","38","44"
Running,2020-11-07 14:20:25,false,"Reading Corsa","1.28","106","00:08:38.8","163","181","--","156","162","6:44","4:25","3","2","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","02:01.01","2","0.0","00:08:36.8","00:08:38.8","38","40"
Running,2020-11-07 14:07:05,false,"Reading Corsa","1.55","115","00:10:01","155","175","--","156","162","6:28","5:33","2","4","0.98","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:49.67","2","0.0","00:09:58.7","00:10:01","38","42"
Running,2020-11-06 17:45:55,false,"Reading Corsa","0.90","43","00:04:38.7","128","140","--","164","168","5:10","3:57","--","3","1.18","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","04:38.71","1","0.0","00:04:38","00:04:38.7","38","43"
Running,2020-11-05 17:16:58,false,"Reading Corsa","2.43","182","00:16:21","153","163","--","156","162","6:44","3:07","10","11","0.95","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","02:58.64","3","0.0","00:16:20","00:16:21","38","45"
Running,2020-11-04 17:52:45,false,"Reading Corsa","3.13","257","00:22:01","159","178","--","154","162","7:03","4:11","3","5","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:47.98","4","0.0","00:21:58","00:22:01","38","42"
Running,2020-11-02 17:19:15,false,"Reading Corsa","3.05","218","00:22:02","137","161","--","150","162","7:13","3:53","6","5","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:22.49","4","0.0","00:22:00","00:22:02","38","44"
Running,2020-10-31 13:23:44,false,"Reading Corsa","0.80","67","00:05:40.0","160","184","--","152","158","7:05","4:57","2","2","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:39.95","1","0.0","00:05:39","00:05:40.0","39","42"
Running,2020-10-31 13:10:07,false,"Reading Corsa","1.54","120","00:10:01","162","178","--","156","160","6:31","4:18","3","3","0.98","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:32.55","2","0.0","00:09:59.3","00:10:01","39","42"
Running,2020-10-30 16:22:18,false,"Reading Corsa","1.00","90","00:07:01.2","172","188","--","150","152","6:59","6:13","3","2","0.95","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.90","2","0.0","00:07:01.2","00:07:01.2","39","42"
Running,2020-10-30 16:08:41,false,"Reading Corsa","1.46","121","00:10:00","163","186","--","148","156","6:51","3:25","2","2","0.99","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:10.40","2","0.0","00:09:59.0","00:10:00","39","42"
Running,2020-10-27 17:03:05,false,"Reading Corsa","1.00","95","00:07:00.7","177","189","--","148","154","7:00","5:04","3","3","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.48","2","0.0","00:06:57.5","00:07:00.7","39","42"
Running,2020-10-27 16:49:06,false,"Reading Corsa","1.51","127","00:10:01","165","184","--","148","154","6:38","5:47","3","4","1.02","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:26.67","2","0.0","00:09:58.5","00:10:01","40","42"
Running,2020-10-25 13:20:05,false,"Reading Corsa","0.83","78","00:05:38.0","178","187","--","152","156","6:47","5:32","2","2","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:37.98","1","0.0","00:05:37","00:05:38.0","39","42"
Running,2020-10-25 12:59:09,false,"Reading Corsa","2.41","212","00:16:11","167","187","--","152","156","6:43","4:08","5","3","0.99","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","02:46.07","3","0.0","00:16:09","00:16:11","39","42"
Running,2020-10-23 18:08:01,false,"Reading Corsa","1.00","73","00:06:45.4","140","149","--","152","156","6:44","4:52","1","1","0.98","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.63","2","0.0","00:06:44.6","00:06:45.4","39","42"
Running,2020-10-23 17:52:07,false,"Reading Corsa","2.00","142","00:13:06","144","151","--","154","162","6:32","4:04","4","6","0.99","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.51","3","0.0","00:13:04","00:13:06","39","42"
Running,2020-10-22 18:24:29,false,"Reading Corsa","2.69","252","00:20:01","169","188","--","146","152","7:26","4:32","10","9","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:17.08","3","0.0","00:19:59","00:20:01","39","43"
Running,2020-10-20 18:20:25,false,"Reading Corsa","1.22","115","00:09:02.1","165","190","--","148","154","7:26","3:42","5","3","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:36.85","2","0.0","00:09:00.3","00:09:02.1","39","42"
Running,2020-10-20 18:07:24,false,"Reading Corsa","1.52","114","00:10:01","147","156","--","152","160","6:35","3:24","3","4","1.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:30.45","2","0.0","00:09:58.3","00:10:01","39","42"
Running,2020-10-18 13:38:30,false,"Reading Corsa","0.69","68","00:05:00.6","176","187","--","152","154","7:16","5:51","2","3","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:00.57","1","0.0","00:04:59","00:05:00.6","39","42"
Running,2020-10-18 13:27:30,false,"Reading Corsa","1.16","112","00:08:01.2","175","186","--","154","160","6:57","5:52","4","3","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:05.46","2","0.0","00:07:58.7","00:08:01.2","39","42"
Running,2020-10-18 13:19:25,false,"Reading Corsa","0.80","62","00:05:00.4","157","183","--","158","162","6:16","5:44","--","2","1.01","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:00.44","1","0.0","00:04:59","00:05:00.4","39","42"
Running,2020-10-17 17:22:33,false,"Reading Corsa","0.43","39","00:03:00.8","167","174","--","154","156","7:00","3:48","3","--","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","03:00.84","1","0.0","00:03:00","00:03:00.8","40","43"
Running,2020-10-17 17:11:33,false,"Reading Corsa","1.20","108","00:08:00.9","168","187","--","152","156","6:41","5:06","--","--","0.99","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:25.38","2","0.0","00:07:58.5","00:08:00.9","39","42"
Running,2020-10-17 17:03:31,false,"Reading Corsa","0.81","59","00:05:00.5","149","162","--","156","160","6:09","4:28","2","4","1.04","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:00.46","1","0.0","00:05:00","00:05:00.5","39","42"
Running,2020-10-14 18:17:01,false,"Appiano Gentile Corsa","2.95","226","00:20:02","141","156","--","156","160","6:47","3:28","16","33","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","06:29.13","3","0.0","00:20:00","00:20:02","338","357"
Running,2020-10-13 18:31:07,false,"Appiano Gentile Corsa","0.49","27","00:02:33.3","137","157","--","166","170","5:12","3:22","--","9","1.16","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","02:33.27","1","0.0","00:02:33","00:02:33.3","339","349"
Running,2020-10-12 18:58:32,false,"Appiano Gentile Corsa","1.13","113","00:08:00.9","171","187","--","152","156","7:05","5:23","7","8","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:54.07","2","0.0","00:07:58.9","00:08:00.9","338","347"
Running,2020-10-12 18:45:11,false,"Appiano Gentile Corsa","1.20","104","00:08:00.9","160","179","--","156","160","6:40","4:28","7","18","0.96","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","01:21.13","2","0.0","00:07:58.7","00:08:00.9","339","356"
Running,2020-10-11 13:35:38,false,"Appiano Gentile Corsa","0.74","70","00:05:00.6","169","180","--","156","160","6:47","6:10","--","2","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:00.57","1","0.0","00:04:59","00:05:00.6","338","341"
Running,2020-10-11 13:27:38,false,"Appiano Gentile Corsa","0.79","62","00:05:00.4","153","167","--","158","160","6:19","5:35","5","7","1.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:00.38","1","0.0","00:04:59","00:05:00.4","339","346"
Running,2020-10-11 13:19:38,false,"Appiano Gentile Corsa","0.85","61","00:05:00.0","150","173","--","160","164","5:55","4:24","--","17","1.06","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","05:00.02","1","0.0","00:04:59","00:05:00.0","339","357"
